,Unnamed: 0,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
36184,36184,0.991018,6,0.851064,0.029392,0.56873,0.001938,0.493786,0.589912,0
10246,10246,0.030928,5,0.468085,0.098775,0.590152,0.003467,0.422915,0.414912,1
35553,35553,0.885315,7,0.702128,0.525219,0.446445,0.002462,0.392543,0.694737,1
10032,10032,0.030751,1,0.0,0.059265,0.215412,0.003467,0.422915,0.414912,0
38455,38455,0.894164,5,0.148936,0.045214,0.312109,0.002894,0.436561,0.795614,0
29254,29254,0.86713,2,0.468085,0.06605,0.538233,0.004518,0.373641,0.425,1
4731,4731,0.013539,2,0.574468,0.087066,0.473817,0.003467,0.422915,0.414912,1
3354,3354,0.009203,1,0.893617,0.041642,0.691461,0.003467,0.422915,0.414912,0
8474,8474,0.023141,3,0.553191,0.107662,0.469057,0.003467,0.422915,0.414912,1
43586,43586,0.908101,7,0.042553,0.051519,0.300655,0.003457,0.411445,0.423246,0
39691,39691,0.898323,2,0.914894,0.055632,0.604582,0.003515,0.488866,0.601316,0
22127,22127,0.455821,7,1.0,0.043503,0.484677,0.002987,0.421025,0.585526,0
16796,16796,0.438653,1,0.93617,0.053381,0.405683,0.003467,0.422915,0.414912,0
10972,10972,0.031592,6,0.595745,0.070914,0.301398,0.003467,0.422915,0.414912,1
5833,5833,0.01761,4,0.531915,0.066681,0.47947,0.003467,0.422915,0.414912,0
23417,23417,0.460068,6,0.87234,0.030353,0.490628,0.002023,0.437597,0.443421,0
33983,33983,0.880757,2,1.0,0.030443,0.308539,0.001516,0.308131,0.805263,1
10249,10249,0.030928,5,0.531915,0.113726,0.593127,0.003467,0.422915,0.414912,1
11598,11598,0.424583,5,0.638298,0.074817,0.396906,0.003467,0.422915,0.414912,1
19102,19102,0.446883,7,0.978723,0.038009,0.443023,0.002466,0.414293,0.581579,1
37257,37257,0.889961,1,0.191489,0.028522,0.140881,0.001849,0.227861,0.717982,0
31933,31933,0.875846,2,0.276596,0.034286,0.459238,0.002277,0.55101,0.566667,1
39746,39746,0.898412,4,0.042553,0.076558,0.503868,0.004985,0.516054,0.57193,1
42304,42304,0.906907,1,0.340426,0.029542,0.242785,0.001888,0.146556,0.630263,0
6305,6305,0.018052,7,0.361702,0.074517,0.346177,0.003467,0.422915,0.414912,1
4093,4093,0.009911,3,0.276596,0.048247,0.533175,0.003467,0.422915,0.414912,0
24506,24506,0.461086,1,0.553191,0.028702,0.284737,0.001953,0.176592,0.517105,1
41199,41199,0.902792,6,0.319149,0.081992,0.524993,0.005474,0.56318,0.441228,1
9018,9018,0.02668,7,0.893617,0.050498,0.304671,0.003467,0.422915,0.414912,0
35220,35220,0.902526,7,0.765957,0.077459,0.619458,0.005233,0.509839,0.379386,1
953,953,0.000841,7,0.87234,0.126606,0.436626,0.003467,0.422915,0.414912,1
39091,39091,0.894739,4,0.404255,0.153176,0.78429,0.010066,0.763594,0.438158,1
36100,36100,0.986594,5,0.085106,0.107422,0.375483,0.006955,0.415588,0.755263,1
9647,9647,0.027255,6,1.0,0.074817,0.25781,0.003467,0.422915,0.414912,0
37782,37782,0.893545,5,0.12766,0.060196,0.355103,0.003292,0.409373,0.787719,0
30929,30929,0.871731,2,0.361702,0.032094,0.583457,0.002056,0.530554,0.704386,1
78,78,4.4e-05,3,0.638298,0.040861,0.442428,0.003467,0.422915,0.414912,0
2122,2122,0.005,4,0.212766,0.042272,0.23609,0.003467,0.422915,0.414912,0
6390,6390,0.018141,2,0.12766,0.054912,0.193246,0.003467,0.422915,0.414912,0
24543,24543,0.46113,2,0.319149,0.031464,0.436031,0.002162,0.448472,0.395614,0
30292,30292,0.868103,3,0.085106,0.027951,0.133889,0.001774,0.238219,0.792544,0
28662,28662,0.474183,4,0.12766,0.023178,0.116037,0.001533,0.167012,0.803947,0
45199,45199,0.915712,5,0.659574,0.101087,0.595656,0.006863,0.600725,0.321053,1
42324,42324,0.906907,1,0.765957,0.042122,0.332639,0.002927,0.343604,0.455263,1
28819,28819,0.474315,7,0.404255,0.027681,0.30839,0.001624,0.172191,0.79386,0
12788,12788,0.425689,2,0.425532,0.096013,0.557423,0.003467,0.422915,0.414912,1
10360,10360,0.031016,7,0.851064,0.059265,0.301398,0.003467,0.422915,0.414912,0
34398,34398,0.881156,4,0.638298,0.028942,0.508331,0.001959,0.521491,0.539035,0
32455,32455,0.876333,6,0.148936,0.023868,0.173014,0.000831,0.293889,0.753947,0
44424,44424,0.911907,3,0.510638,0.05215,0.533026,0.003531,0.540394,0.422368,0
19918,19918,0.447635,3,0.978723,0.042332,0.588664,0.002709,0.522009,0.559211,0
36334,36334,0.889076,2,0.978723,0.029092,0.480363,0.001967,0.45391,0.502193,1
31968,31968,0.87589,3,0.0,0.032305,0.365814,0.001689,0.360435,0.813158,0
28840,28840,0.474315,7,0.851064,0.027891,0.256025,0.001863,0.192128,0.770175,1
41566,41566,0.903102,6,0.978723,0.088657,0.460428,0.005995,0.489125,0.346491,1
19748,19748,0.447502,7,0.425532,0.044704,0.612615,0.003153,0.428276,0.419737,1
25436,25436,0.495686,6,0.93617,0.031614,0.382327,0.002206,0.350078,0.301316,0
11372,11372,0.031945,7,0.93617,0.058394,0.235942,0.003467,0.422915,0.414912,0
20428,20428,0.451219,7,0.595745,0.040891,0.455519,0.002644,0.332729,0.764474,0
33824,33824,0.880625,6,0.680851,0.036448,0.277447,0.002243,0.154065,0.94386,0
34829,34829,0.884651,6,0.617021,0.027291,0.48438,0.001876,0.51709,0.425439,0
20618,20618,0.451396,4,0.553191,0.03933,0.572746,0.002611,0.73537,0.339035,1
31299,31299,0.872085,3,0.06383,0.030233,0.202916,0.000885,0.358105,0.754386,1
9076,9076,0.026769,2,0.085106,0.040801,0.189081,0.003467,0.422915,0.414912,0
28283,28283,0.473829,3,0.234043,0.028822,0.366855,0.001924,0.367944,0.711404,0
12297,12297,0.425247,6,0.191489,0.073256,0.112467,0.003467,0.422915,0.414912,1
13810,13810,0.429671,2,0.723404,0.084064,0.59759,0.003467,0.422915,0.414912,0
42105,42105,0.903633,4,0.191489,0.027801,0.149658,0.001797,0.10927,0.780702,0
17192,17192,0.439051,3,0.170213,0.047046,0.151592,0.003467,0.422915,0.414912,0
3978,3978,0.009778,7,0.893617,0.041732,0.49881,0.003467,0.422915,0.414912,0
1740,1740,0.004646,3,0.255319,0.086075,0.397352,0.003467,0.422915,0.414912,0
30898,30898,0.871687,1,0.723404,0.027441,0.343053,0.001683,0.250388,0.830263,1
30452,30452,0.868236,6,0.425532,0.028762,0.64341,0.001826,0.556965,0.624123,1
43537,43537,0.908057,6,0.021277,0.056893,0.365219,0.003801,0.374158,0.505263,0
4973,4973,0.01376,7,0.617021,0.068452,0.301398,0.003467,0.422915,0.414912,1
41464,41464,0.903013,4,0.851064,0.088567,0.57587,0.005951,0.587519,0.432456,1
26185,26185,0.468785,1,0.531915,0.029122,0.298126,0.001897,0.155878,0.72193,1
5955,5955,0.017743,7,0.06383,0.066591,0.220024,0.003467,0.422915,0.414912,1
7722,7722,0.022433,1,0.893617,0.059926,0.359268,0.003467,0.422915,0.414912,0
22982,22982,0.456617,4,0.808511,0.03963,0.697858,0.002673,0.613931,0.570175,1
17924,17924,0.442768,4,0.425532,0.074637,0.581672,0.005098,0.552046,0.410965,1
26268,26268,0.468873,3,0.255319,0.0269,0.3795,0.001795,0.187727,0.612281,0
4911,4911,0.013716,6,0.319149,0.045755,0.403005,0.003467,0.422915,0.414912,1
1165,1165,0.001062,5,0.276596,0.122703,0.48557,0.003467,0.422915,0.414912,1
18762,18762,0.44352,7,0.893617,0.089348,0.509819,0.00582,0.354738,0.705702,1
30235,30235,0.868015,1,0.914894,0.029602,0.297977,0.000839,0.192646,0.770614,1
32515,32515,0.876377,7,0.404255,0.032725,0.488099,0.001959,0.377266,0.898684,1
876,876,0.000796,6,0.255319,0.081122,0.193246,0.003467,0.422915,0.414912,0
743,743,0.000664,3,0.489362,0.124835,0.538381,0.003467,0.422915,0.414912,1
44578,44578,0.912039,6,0.723404,0.042632,0.41922,0.002885,0.484723,0.355263,0
7944,7944,0.022654,6,0.510638,0.094842,0.359268,0.003467,0.422915,0.414912,1
8145,8145,0.022831,3,0.702128,0.060796,0.445998,0.003467,0.422915,0.414912,0
40106,40106,0.898721,4,0.553191,0.090849,0.562481,0.005937,0.619627,0.434211,1
17403,17403,0.442326,7,0.574468,0.061217,0.30125,0.003467,0.422915,0.414912,1
3608,3608,0.009469,7,0.170213,0.041281,0.139244,0.003467,0.422915,0.414912,0
42501,42501,0.907084,5,0.446809,0.070043,0.520083,0.00485,0.711548,0.206579,0
25463,25463,0.500111,7,0.489362,0.060256,0.366409,0.0041,0.295961,0.396053,1
4321,4321,0.013185,1,0.021277,0.040801,0.32773,0.003467,0.422915,0.414912,0
28907,28907,0.474404,2,0.234043,0.02591,0.182535,0.001743,0.133092,0.709649,0
3076,3076,0.008982,3,0.085106,0.084064,0.400327,0.003467,0.422915,0.414912,0
25567,25567,0.465156,2,0.659574,0.042632,0.441535,0.002995,0.484723,0.083772,1
24016,24016,0.460643,5,0.340426,0.062057,0.539125,0.004221,0.584412,0.280263,1
34586,34586,0.881333,1,0.553191,0.029422,0.299762,0.001859,0.297255,0.647368,1
36436,36436,0.889208,5,0.085106,0.028522,0.328474,0.001884,0.394614,0.538596,0
20981,20981,0.45175,5,0.106383,0.040891,0.396608,0.002651,0.419472,0.662719,0
16850,16850,0.438742,3,0.042553,0.055782,0.374293,0.003467,0.422915,0.414912,0
1637,1637,0.004557,1,0.106383,0.063648,0.176733,0.003467,0.422915,0.414912,0
28192,28192,0.47374,1,0.340426,0.028462,0.34945,0.001683,0.204298,0.871053,0
33665,33665,0.880492,3,0.361702,0.038549,0.531836,0.002661,0.511652,0.277193,0
7932,7932,0.022654,6,0.255319,0.081152,0.147873,0.003467,0.422915,0.414912,1
35087,35087,0.889253,4,1.0,0.033986,0.483785,0.002181,0.416624,0.65614,1
40281,40281,0.898898,1,0.191489,0.023208,0.115293,0.001527,0.232004,0.597807,0
1939,1939,0.004823,7,0.404255,0.062598,0.52886,0.003467,0.422915,0.414912,0
26213,26213,0.468829,2,0.106383,0.02621,0.108896,0.001737,0.180735,0.492982,0
41752,41752,0.903279,3,0.851064,0.038459,0.478875,0.002619,0.471517,0.345614,0
31883,31883,0.875802,1,0.234043,0.024829,0.127343,0.000725,0.142672,0.841667,0
29307,29307,0.867174,3,0.574468,0.043113,0.476793,0.002948,0.402382,0.292544,1
1909,1909,0.004779,6,0.787234,0.147952,0.64698,0.003467,0.422915,0.414912,1
11040,11040,0.03168,1,0.0,0.051909,0.208271,0.003467,0.422915,0.414912,0
9986,9986,0.030707,7,0.042553,0.047526,0.132104,0.003467,0.422915,0.414912,0
44159,44159,0.911641,4,1.0,0.070944,0.425171,0.004861,0.436561,0.401754,0
10909,10909,0.031547,5,0.276596,0.057314,0.387831,0.003467,0.422915,0.414912,0
23033,23033,0.456661,5,0.87234,0.037498,0.599821,0.002513,0.512947,0.60307,1
42998,42998,0.907526,1,0.808511,0.068992,0.505802,0.004541,0.389953,0.600877,1
38267,38267,0.893987,1,0.234043,0.042752,0.209313,0.001583,0.271362,0.835088,0
44448,44448,0.911951,4,0.0,0.045785,0.394525,0.003124,0.404713,0.489035,0
23439,23439,0.460112,7,0.319149,0.027141,0.379798,0.001805,0.265924,0.599561,0
20413,20413,0.451219,7,0.276596,0.038369,0.294258,0.002489,0.277835,0.755263,0
11858,11858,0.424848,4,0.042553,0.056923,0.185064,0.003467,0.422915,0.414912,0
39508,39508,0.89819,6,0.085106,0.050528,0.41684,0.00327,0.483169,0.644298,0
14372,14372,0.433388,7,0.425532,0.051849,0.356888,0.003467,0.422915,0.414912,0
27673,27673,0.473253,4,0.531915,0.029182,0.567093,0.002094,0.454687,0.333333,0
36769,36769,0.889518,5,0.021277,0.055242,0.519935,0.002831,0.457276,0.594737,1
42283,42283,0.906863,7,0.914894,0.035577,0.30482,0.00236,0.261781,0.58114,0
31888,31888,0.875802,1,0.340426,0.032305,0.31925,0.001757,0.199379,0.869737,1
38643,38643,0.894341,2,0.06383,0.054371,0.317168,0.003411,0.449767,0.603947,1
34783,34783,0.88151,5,0.659574,0.027231,0.462511,0.001859,0.538322,0.281579,0
25850,25850,0.465422,1,0.553191,0.027561,0.310027,0.001838,0.27188,0.699561,1
28978,28978,0.474448,3,0.723404,0.040291,0.409402,0.002794,0.317193,0.257456,0
32767,32767,0.876598,5,0.659574,0.029813,0.592978,0.001965,0.608493,0.536404,1
11660,11660,0.424627,6,0.93617,0.074817,0.29515,0.003467,0.422915,0.414912,0
43235,43235,0.907747,6,0.744681,0.044704,0.443916,0.00307,0.544278,0.284649,0
34224,34224,0.881023,1,0.0,0.028942,0.294258,0.001799,0.334542,0.809649,1
21610,21610,0.452325,4,0.212766,0.032305,0.30006,0.002162,0.32289,0.798684,0
4494,4494,0.013318,4,0.638298,0.082833,0.53734,0.003467,0.422915,0.414912,1
21934,21934,0.455644,3,0.978723,0.049207,0.585094,0.003392,0.497411,0.515351,1
15456,15456,0.434406,2,0.0,0.051039,0.376525,0.003467,0.422915,0.414912,1
7573,7573,0.0223,5,0.787234,0.074607,0.542844,0.003467,0.422915,0.414912,1
13628,13628,0.429494,5,0.93617,0.062838,0.441238,0.003467,0.422915,0.414912,0
24040,24040,0.460643,5,0.851064,0.03939,0.563672,0.002663,0.490419,0.500439,0
14490,14490,0.433476,2,0.893617,0.069953,0.427254,0.003467,0.422915,0.414912,0
8559,8559,0.026282,5,0.319149,0.081092,0.466825,0.003467,0.422915,0.414912,1
42523,42523,0.907084,5,0.914894,0.069953,0.423386,0.004782,0.609529,0.289912,0
14521,14521,0.433521,3,0.531915,0.071064,0.522017,0.003467,0.422915,0.414912,1
22650,22650,0.456307,4,0.893617,0.035907,0.592532,0.002385,0.506214,0.652193,1
32587,32587,0.876421,1,0.914894,0.032214,0.315977,0.001975,0.216986,0.859649,1
38345,38345,0.894031,2,0.87234,0.074847,0.747099,0.004981,0.613672,0.55,0
26256,26256,0.468873,3,0.0,0.02681,0.373401,0.001811,0.261264,0.484211,0
6971,6971,0.018672,7,0.234043,0.044494,0.083606,0.003467,0.422915,0.414912,0
38242,38242,0.893943,7,0.723404,0.057404,0.62526,0.003685,0.51942,0.827632,0
35658,35658,0.885403,2,0.893617,0.028101,0.482148,0.001911,0.45624,0.51886,0
21289,21289,0.452015,4,0.531915,0.035157,0.613805,0.002414,0.604091,0.316228,0
21875,21875,0.455599,2,0.744681,0.067161,0.833234,0.004449,0.695495,0.436404,1
30417,30417,0.868192,5,0.702128,0.028702,0.6205,0.001795,0.533661,0.705263,0
40112,40112,0.898721,4,0.680851,0.088597,0.582267,0.005766,0.549974,0.564912,1
19660,19660,0.447414,5,0.595745,0.059205,0.570515,0.004445,0.600207,0.210965,1
11247,11247,0.031857,5,0.319149,0.056923,0.21809,0.003467,0.422915,0.414912,0
24359,24359,0.460953,5,0.489362,0.082953,0.541803,0.005694,0.465562,0.407456,1
34596,34596,0.881333,1,0.765957,0.043293,0.479173,0.002835,0.452874,0.578947,1
14065,14065,0.429937,1,0.021277,0.049838,0.225826,0.003467,0.422915,0.414912,0
27308,27308,0.469802,3,0.93617,0.050078,0.490479,0.003361,0.394614,0.541228,0
30236,30236,0.868015,1,0.93617,0.031734,0.303481,0.00107,0.190834,0.770614,1
30186,30186,0.86797,7,0.893617,0.034646,0.335168,0.00177,0.267219,0.802193,0
10367,10367,0.031016,7,1.0,0.059265,0.227016,0.003467,0.422915,0.414912,0
18874,18874,0.446706,3,0.212766,0.017413,0.259149,0.001045,0.270844,0.765789,0
16406,16406,0.438299,7,0.808511,0.050108,0.408212,0.003467,0.422915,0.414912,0
12426,12426,0.425335,1,0.893617,0.100276,0.433948,0.003467,0.422915,0.414912,1
9753,9753,0.027388,2,0.191489,0.071394,0.179262,0.003467,0.422915,0.414912,1
17037,17037,0.438874,6,0.957447,0.049898,0.308242,0.003467,0.422915,0.414912,0
27052,27052,0.469581,5,0.595745,0.053651,0.537786,0.003567,0.486277,0.397807,1
26049,26049,0.465599,5,0.702128,0.054762,0.516215,0.003803,0.510098,0.280702,1
30874,30874,0.871687,1,0.212766,0.024379,0.156204,0.000821,0.129726,0.886404,0
33966,33966,0.880757,2,0.638298,0.029422,0.273579,0.000976,0.205075,0.838158,1
37545,37545,0.890226,7,0.191489,0.030203,0.243826,0.00184,0.359917,0.807018,0
15360,15360,0.434317,7,0.0,0.043383,0.222404,0.003467,0.422915,0.414912,0
21638,21638,0.452325,4,0.808511,0.042452,0.786373,0.002846,0.636976,0.56886,1
3122,3122,0.009026,4,0.042553,0.090219,0.519935,0.003467,0.422915,0.414912,0
5497,5497,0.014247,4,0.531915,0.040591,0.50848,0.003467,0.422915,0.414912,0
24520,24520,0.461086,1,0.851064,0.038309,0.426659,0.002671,0.350854,0.29693,1
3421,3421,0.009292,3,0.276596,0.13114,0.596846,0.003467,0.422915,0.414912,1
43618,43618,0.908101,7,0.723404,0.067822,0.390211,0.004479,0.328068,0.64386,1
39303,39303,0.897969,1,0.829787,0.096944,0.697411,0.006265,0.516572,0.70614,1
24420,24420,0.460997,6,0.765957,0.031494,0.51681,0.002167,0.453392,0.355702,0
29567,29567,0.867395,1,1.0,0.025129,0.23981,0.001639,0.307354,0.796053,0
41069,41069,0.902659,3,0.617021,0.081632,0.470544,0.005484,0.563439,0.485965,0
2528,2528,0.005354,5,0.680851,0.054612,0.504463,0.003467,0.422915,0.414912,0
38186,38186,0.893899,6,0.553191,0.150805,0.735347,0.009724,0.731227,0.620614,1
39082,39082,0.894739,4,0.212766,0.077219,0.311663,0.004009,0.400052,0.780263,0
15191,15191,0.43414,3,0.489362,0.087066,0.583011,0.003467,0.422915,0.414912,1
10998,10998,0.031636,7,0.12766,0.040231,0.039125,0.003467,0.422915,0.414912,0
38088,38088,0.89381,4,0.510638,0.068872,0.571259,0.004734,0.66261,0.338158,1
27996,27996,0.473563,4,0.255319,0.036328,0.387385,0.002472,0.464526,0.407895,1
5902,5902,0.017654,5,0.978723,0.07842,0.511157,0.003467,0.422915,0.414912,1
40183,40183,0.89881,6,0.148936,0.025249,0.227908,0.001626,0.300363,0.707895,0
22400,22400,0.456086,6,0.680851,0.032245,0.466379,0.002164,0.430865,0.514912,0
1031,1031,0.000929,2,0.489362,0.044134,0.526034,0.003467,0.422915,0.414912,0
23019,23019,0.456661,5,0.574468,0.030353,0.500744,0.002077,0.548421,0.495614,0
20248,20248,0.451042,3,0.851064,0.043413,0.730884,0.002879,0.566287,0.520175,1
13713,13713,0.429583,7,0.702128,0.076198,0.343648,0.003467,0.422915,0.414912,1
15597,15597,0.434494,4,0.957447,0.044314,0.411931,0.003467,0.422915,0.414912,0
21574,21574,0.452281,3,0.468085,0.033145,0.63612,0.002246,0.627395,0.469298,0
31072,31072,0.871864,5,0.340426,0.033325,0.604731,0.002194,0.615743,0.478947,1
39308,39308,0.897969,1,0.93617,0.087036,0.570366,0.004865,0.396945,0.760965,1
26712,26712,0.469271,5,0.510638,0.056863,0.555192,0.003718,0.510616,0.441228,1
7867,7867,0.022565,4,0.914894,0.049117,0.35183,0.003467,0.422915,0.414912,0
23067,23067,0.456705,6,0.574468,0.030353,0.480363,0.002069,0.485241,0.521491,0
13827,13827,0.429715,3,0.06383,0.041431,0.206784,0.003467,0.422915,0.414912,0
34327,34327,0.881111,3,0.148936,0.027591,0.156947,0.001768,0.249353,0.835088,0
4307,4307,0.013141,7,0.744681,0.041582,0.482297,0.003467,0.422915,0.414912,0
18905,18905,0.446706,3,0.87234,0.095202,0.670783,0.006363,0.522009,0.528509,1
29535,29535,0.867395,1,0.319149,0.030683,0.252901,0.000893,0.186691,0.902632,1
18626,18626,0.443432,5,0.042553,0.044194,0.427403,0.002935,0.445365,0.578947,0
2115,2115,0.005,4,0.06383,0.042572,0.414609,0.003467,0.422915,0.414912,0
36403,36403,0.889164,4,0.404255,0.028942,0.608896,0.002021,0.65044,0.328947,0
31487,31487,0.872218,6,1.0,0.030683,0.387385,0.001973,0.354738,0.802632,0
28576,28576,0.474094,2,0.340426,0.037679,0.638798,0.002501,0.438115,0.653509,0
30093,30093,0.867882,5,0.957447,0.029332,0.477983,0.001703,0.312791,0.771053,0
21773,21773,0.455511,7,0.617021,0.033025,0.390806,0.001818,0.328068,0.741667,0
22616,22616,0.456307,4,0.170213,0.021166,0.230884,0.001415,0.287416,0.726316,0
34606,34606,0.881333,1,0.978723,0.030984,0.325945,0.002005,0.333506,0.602193,1
25604,25604,0.465201,3,0.425532,0.076138,0.524398,0.005258,0.506732,0.266667,1
35063,35063,0.889253,4,0.489362,0.027321,0.518744,0.001888,0.529259,0.421053,0
21052,21052,0.451794,6,0.595745,0.033626,0.545522,0.002231,0.608752,0.433333,0
41440,41440,0.903013,4,0.340426,0.09187,0.568283,0.006186,0.664682,0.234649,0
6049,6049,0.017831,2,0.021277,0.083644,0.46028,0.003467,0.422915,0.414912,1
14059,14059,0.429892,7,0.914894,0.070554,0.372806,0.003467,0.422915,0.414912,0
6008,6008,0.017787,1,0.170213,0.044524,0.137608,0.003467,0.422915,0.414912,0
43749,43749,0.911287,3,0.446809,0.042632,0.501934,0.002732,0.276282,0.72807,0
17409,17409,0.442326,7,0.702128,0.05257,0.316572,0.003467,0.422915,0.414912,1
2904,2904,0.008805,6,0.510638,0.041732,0.460726,0.003467,0.422915,0.414912,0
26899,26899,0.469448,2,0.404255,0.061337,0.511604,0.004073,0.514759,0.422368,1
593,593,0.000531,7,0.361702,0.084064,0.315977,0.003467,0.422915,0.414912,1
27696,27696,0.473298,5,0.0,0.023358,0.357185,0.001575,0.321336,0.697807,0
35016,35016,0.884828,3,0.510638,0.036838,0.579887,0.00252,0.568099,0.439912,1
12295,12295,0.425247,6,0.148936,0.062748,0.098631,0.003467,0.422915,0.414912,0
21916,21916,0.455644,3,0.595745,0.037498,0.536894,0.00259,0.562662,0.481579,0
32409,32409,0.876289,5,0.191489,0.027381,0.23252,0.001215,0.32289,0.823246,0
12155,12155,0.425114,3,0.234043,0.058394,0.289943,0.003467,0.422915,0.414912,0
943,943,0.000841,7,0.659574,0.087426,0.245611,0.003467,0.422915,0.414912,0
4262,4262,0.013097,6,0.808511,0.041642,0.510414,0.003467,0.422915,0.414912,0
40689,40689,1.0,2,0.702128,0.06602,0.491074,0.004489,0.516831,0.395175,0
44796,44796,0.912261,4,0.255319,0.086286,0.435585,0.006003,0.524599,0.329386,1
44942,44942,0.912393,7,0.297872,0.044013,0.378459,0.002921,0.343345,0.632456,0
29592,29592,0.867439,2,0.510638,0.034796,0.616483,0.002283,0.770067,0.171053,1
40333,40333,0.898943,2,0.276596,0.116819,0.517703,0.007698,0.513465,0.52193,1
40490,40490,0.899075,5,0.553191,0.082353,0.546861,0.005388,0.596064,0.564035,1
40276,40276,0.898898,1,0.085106,0.050168,0.221809,0.003301,0.414293,0.553947,0
6900,6900,0.018583,5,0.765957,0.047856,0.50238,0.003467,0.422915,0.414912,0
5411,5411,0.014159,2,0.744681,0.090999,0.652931,0.003467,0.422915,0.414912,1
38156,38156,0.893854,5,0.93617,0.076438,0.69756,0.004767,0.538581,0.649123,0
39099,39099,0.894739,4,0.574468,0.084064,0.641922,0.00559,0.75479,0.412719,0
20815,20815,0.451573,1,0.659574,0.042632,0.577655,0.000976,0.24262,0.835965,1
20664,20664,0.45144,5,0.510638,0.03948,0.617971,0.002673,0.655878,0.471491,0
514,514,0.000442,5,0.723404,0.134622,0.567242,0.003467,0.422915,0.414912,1
36900,36900,0.889607,7,0.765957,0.26357,0.652931,0.017869,0.550492,0.567544,1
2832,2832,0.008761,5,0.0,0.095052,0.564267,0.003467,0.422915,0.414912,1
20967,20967,0.451706,4,0.829787,0.044344,0.806308,0.002979,0.633868,0.55614,1
30036,30036,0.867838,4,0.765957,0.028492,0.450164,0.001863,0.515277,0.516667,0
6287,6287,0.018008,6,1.0,0.069713,0.361351,0.003467,0.422915,0.414912,0
8026,8026,0.022742,1,0.212766,0.068752,0.135079,0.003467,0.422915,0.414912,0
28436,28436,0.473961,6,0.425532,0.038429,0.642071,0.00253,0.493527,0.620175,1
753,753,0.000664,3,0.702128,0.155878,0.535555,0.003467,0.422915,0.414912,1
18953,18953,0.44675,4,0.87234,0.043263,0.620054,0.002906,0.489125,0.627193,0
2957,2957,0.008849,7,0.617021,0.041582,0.283249,0.003467,0.422915,0.414912,0
2167,2167,0.005044,5,0.148936,0.042122,0.22166,0.003467,0.422915,0.414912,0
14837,14837,0.43383,3,0.106383,0.041431,0.153675,0.003467,0.422915,0.414912,0
34237,34237,0.881023,1,0.276596,0.018854,0.119012,0.000771,0.138011,0.759211,0
28215,28215,0.47374,1,0.829787,0.030563,0.40241,0.001795,0.267737,0.772368,1
34099,34099,0.88089,5,0.404255,0.029032,0.505356,0.001911,0.518384,0.591667,0
35669,35669,0.885448,3,0.106383,0.028942,0.255727,0.001886,0.349042,0.701316,0
26511,26511,0.469094,1,0.319149,0.027951,0.263761,0.001687,0.143708,0.742544,0
25458,25458,0.500111,7,0.382979,0.066711,0.422493,0.004553,0.326515,0.380702,1
32670,32670,0.87651,3,0.638298,0.030984,0.570366,0.00198,0.563439,0.610088,1
869,869,0.000796,6,0.106383,0.081122,0.248289,0.003467,0.422915,0.414912,0
35848,35848,0.88558,6,0.851064,0.038279,0.561738,0.002671,0.561885,0.341667,0
34777,34777,0.88151,5,0.531915,0.027501,0.478578,0.001855,0.562921,0.344737,0
42426,42426,0.906995,3,0.893617,0.051399,0.404939,0.00356,0.657949,0.165789,0
24680,24680,0.46436,5,0.170213,0.020145,0.125409,0.001348,0.178923,0.712719,0
30220,30220,0.868015,1,0.595745,0.028792,0.285629,0.000837,0.201709,0.814474,0
38001,38001,0.893722,2,0.702128,0.035757,0.572597,0.002447,0.553599,0.375439,0
26985,26985,0.469537,4,0.191489,0.045605,0.216453,0.002989,0.227602,0.708772,1
28324,28324,0.473873,4,0.085106,0.02621,0.181047,0.001535,0.2913,0.728947,0
24146,24146,0.460776,1,0.042553,0.030533,0.262571,0.002106,0.345935,0.212281,0
29493,29493,0.867351,7,0.446809,0.034826,0.400625,0.002304,0.35681,0.808772,1
8170,8170,0.022875,4,0.212766,0.067581,0.160071,0.003467,0.422915,0.414912,1
14393,14393,0.433388,7,0.87234,0.041431,0.287414,0.003467,0.422915,0.414912,0
19322,19322,0.447104,5,0.553191,0.054702,0.567391,0.003808,0.607457,0.358772,1
32536,32536,0.876377,7,0.851064,0.029422,0.371318,0.000764,0.305541,0.791228,0
42477,42477,0.90704,4,0.957447,0.072145,0.473966,0.004933,0.537804,0.309211,1
44330,44330,0.911818,1,0.553191,0.043713,0.318506,0.002844,0.261005,0.719298,1
9273,9273,0.026946,6,0.191489,0.068512,0.124517,0.003467,0.422915,0.414912,0
8542,8542,0.023185,4,0.978723,0.090729,0.425915,0.003467,0.422915,0.414912,1
15070,15070,0.434007,7,0.978723,0.061307,0.289646,0.003467,0.422915,0.414912,1
7943,7943,0.022654,6,0.489362,0.098955,0.36983,0.003467,0.422915,0.414912,1
40136,40136,0.898766,5,0.170213,0.032815,0.231776,0.001992,0.342828,0.764474,0
25642,25642,0.465245,4,0.212766,0.0269,0.184023,0.00184,0.201968,0.436404,0
32667,32667,0.87651,3,0.574468,0.030833,0.58078,0.00198,0.573537,0.632456,1
12551,12551,0.425468,4,0.489362,0.164615,0.604284,0.003467,0.422915,0.414912,1
42051,42051,0.903588,3,0.06383,0.045515,0.339334,0.003087,0.297773,0.580702,0
32764,32764,0.876598,5,0.595745,0.029452,0.584945,0.001961,0.603832,0.448246,0
9199,9199,0.026857,4,0.659574,0.130569,0.596846,0.003467,0.422915,0.414912,1
